[INFO]
ROAD_RUNNER_VERSION=0.5
CREATOR=rrWinC-0.1
NUMBER_OF_COLS=3
NUMBER_OF_ROWS=512
COLUMN_HEADERS=time,[S1],[S2]
6.65362,6.094093739454229e-006,0.0001475389290036471
6.67319,-6.630553606942537e-006,0.0001356066058608084
6.69276,7.178896875525998e-006,0.0001645381816468465
6.71233,5.36549160009988e-006,0.0001300655138422544
6.7319,-6.744903915591688e-006,0.0001294790356929286
6.75147,3.006233709296201e-005,0.0001576651831505688
6.77104,-8.729618419140901e-006,0.0001472643448682501
6.79061,9.155238115022753e-007,0.0001483420000427072
6.81018,7.085192116494262e-006,0.0001534220979545022
6.82975,-1.499790961358545e-006,0.0001444131217532371
6.84932,1.067985882193512e-005,0.0001508471203708525
6.86888,-1.133689076857904e-005,0.0001505894709468996
6.88845,5.167940715489147e-006,0.0001443729179742582
6.90802,4.74826139707611e-006,0.0001525613667009749
6.92759,-1.640509739323276e-005,0.000169823423438892
6.94716,7.502532214068033e-006,0.0001522815143392683
6.96673,6.1796468777952e-006,0.0001332228790346905
6.9863,1.052804518790188e-006,0.0001565306546843614
7.00587,8.865807167506019e-006,0.0001626933508564178
7.02544,5.286826064281363e-006,0.0001483554870889698
7.04501,-5.655349773986174e-006,0.0001435634836303042
7.06458,5.480929189761175e-006,0.0001356399687747439
7.08415,1.776155419139895e-005,0.0001427543268661783
7.10372,4.120720576007455e-006,0.0001434762713101143
7.12329,7.35979625883918e-006,0.0001384800992069359
7.14286,-1.258131044182288e-005,0.0001378501164425506
7.16243,1.824793921888999e-006,0.0001580449572550849
7.182,4.005870286294182e-006,0.0001386651223349242
7.20157,-2.963862757161415e-006,0.0001505461717330703
7.22114,-1.171396036195206e-005,0.0001555882243754892
7.2407,1.323318888675288e-005,0.0001298671058805832
7.26027,6.675281852401024e-006,0.0001517727809388523
7.27984,6.780308690764323e-006,0.0001422438737543344
7.29941,4.857943265085754e-006,0.0001541279132139483
7.31898,6.100730725407765e-006,0.0001509889503631598
7.33855,-7.983961469679717e-007,0.0001655055119125992
7.35812,1.504692363534173e-005,0.0001446538333966399
7.37769,-7.637768697236423e-006,0.0001420384800194883
7.39726,-1.016257927018969e-005,0.0001550787089838975
7.41683,1.824989285536759e-005,0.0001494669246800644
7.4364,9.179349048307356e-006,0.0001431226003776245
7.45597,-5.100333012398237e-006,0.0001577094975338228
7.47554,1.167694963190955e-005,0.0001686207978548289
7.49511,2.607599080363682e-006,0.0001450324548595344
7.51468,-1.13055308082135e-005,0.0001444420919476309
7.53425,-1.014638543242896e-005,0.0001330693450460376
7.55382,-9.670825090677626e-006,0.0001581278912508043
7.57339,-8.761995731355023e-006,0.0001537334826918885
7.59295,-3.61979180638979e-006,0.0001406248266034218
7.61252,1.15670456146049e-005,0.0001421944869398845
7.63209,1.201659971172401e-005,0.0001457781034522927
7.65166,-1.528782664129103e-005,0.0001473918447625786
7.67123,-6.603223389296037e-006,0.0001535067657948136
7.6908,-5.693369121236923e-006,0.0001460603151652115
7.71037,9.072853476101213e-006,0.0001581993769119583
7.72994,-4.903347122685975e-006,0.0001691591582401786
7.74951,1.616970747384798e-005,0.0001338630358327685
7.76908,-8.674117305677676e-006,0.0001419802552482501
7.78865,-4.410212059352176e-006,0.0001491419026119501
7.80822,1.105529673818767e-005,0.0001479316822952879
7.82779,1.166611908068885e-005,0.0001588360732207687
7.84736,-1.07815381434872e-006,0.0001406256104594103
7.86693,-4.385540078940999e-006,0.0001563595119334003
7.8865,1.50435266146579e-005,0.0001415013198396887
7.90607,-4.16956209357372e-006,0.0001378519971877781
7.92564,-4.984748200504754e-006,0.0001492224407712984
7.94521,1.128525069117767e-005,0.0001487317879478563
7.96477,9.554857217015332e-007,0.0001565694652997827
7.98434,6.433547744137351e-006,0.0001450395392767769
8.00391,-1.190549655039667e-005,0.0001252665028617573
8.02348,1.073831041513798e-005,0.0001468953318481934
8.04305,-1.51507427602256e-005,0.0001604088744782226
8.06262,9.491617028980427e-006,0.0001467380265734473
8.08219,8.826728049954654e-006,0.000159600618688946
8.10176,-1.112475471227745e-005,0.0001555923755331872
8.12133,3.05716162588562e-006,0.0001588355728463786
8.1409,-1.081895173410162e-005,0.000136112473366903
8.16047,-4.02775477455454e-006,0.0001571885736947322
8.18004,9.54464274242141e-006,0.0001407450555229061
8.19961,-3.548729636085713e-006,0.0001377494125479704
8.21918,-1.70031479113225e-005,0.0001404154005604212
8.23875,3.175392213510723e-006,0.0001568051139194951
8.25832,2.289448705640489e-005,0.0001508893933686169
8.27789,4.89737386456516e-006,0.0001331991154620659
8.29746,-2.20685107398673e-007,0.0001335325835674787
8.31703,-1.347259116060932e-005,0.0001449873317003173
8.33659,1.35946640874807e-005,0.000152854530240762
8.35616,-1.866834862112554e-005,0.000129106863254115
8.37573,-2.271412506006471e-006,0.0001456458664932636
8.3953,1.544413811859799e-006,0.0001373145875520074
8.41487,-3.774545341532293e-006,0.000141151637621315
8.43444,-1.383296172147695e-005,0.0001644270050837534
8.45401,-6.7681115680895e-006,0.0001500253085464444
8.47358,4.11950593846639e-006,0.0001479393546090457
8.49315,1.231691922443139e-005,0.0001269432138181029
8.51272,-1.821258448211392e-006,0.0001568625103471128
8.53229,8.086330998762553e-006,0.0001703997950414275
8.55186,-1.176883464065512e-005,0.0001715945199820109
8.57143,2.442172789787713e-007,0.0001580878939625035
8.591,4.516308969935656e-006,0.0001588708445043343
8.61057,-8.222171912829396e-006,0.0001532658001551905
8.63014,-6.820174816141449e-006,0.0001483743332813538
8.64971,-1.636102902930841e-005,0.000151384082916404
8.66928,4.65790390701421e-006,0.0001346073737908296
8.68885,-3.159903132911006e-006,0.0001657507545724439
8.70841,6.539121779544348e-006,0.0001419293691889574
8.72798,-2.218658724443044e-006,0.0001383580980043941
8.74755,3.41133097139105e-006,0.0001434059811234545
8.76712,-7.441617856578178e-006,0.0001544399913124235
8.78669,6.285387130231645e-006,0.0001492075897907085
8.80626,8.628731208626447e-006,0.0001363863330426862
8.82583,9.891006539679574e-006,0.0001461203551380307
8.8454,-2.828772932075518e-006,0.0001398865001574048
8.86497,-7.886696640915014e-006,0.000145258561201585
8.88454,-1.37180511546188e-006,0.0001450658427590902
8.90411,-2.420207447490367e-005,0.000129979318831458
8.92368,1.538982472810061e-005,0.0001579858885231886
8.94325,-8.271039960276964e-006,0.0001556897924800482
8.96282,2.729490149459557e-006,0.0001527103629196243
8.98239,-7.270109082265011e-006,0.0001541462443993877
9.00196,-1.202887432930164e-005,0.0001516966933863372
9.02153,-6.469767786530289e-006,0.0001719477435755059
9.0411,1.77933511045138e-006,0.0001402239740200271
9.06067,-6.809707095945336e-006,0.0001445462173812927
9.08023,-8.505072402080515e-006,0.0001418836813150605
9.0998,-7.804222615281447e-006,0.0001509796576900617
9.11937,6.060419518298776e-006,0.0001626918032540296
9.13894,5.405543104594135e-006,0.0001753456250959418
9.15851,1.629968229319679e-005,0.0001503917220597403
9.17808,-1.493606812388926e-005,0.0001460592239457768
9.19765,7.626319815280032e-006,0.0001599870533106265
9.21722,-1.853825556185105e-005,0.0001548810030646162
9.23679,-8.425067770067759e-006,0.0001584534980492333
9.25636,4.769159668349334e-006,0.0001654355867078858
9.27593,-6.382647533766068e-006,0.0001514620516324522
9.2955,-5.122751741219581e-006,0.0001324458639561157
9.31507,-8.019726417948006e-006,0.0001409209646030942
9.33464,-2.318966530535882e-006,0.0001603057520741542
9.35421,1.087130538015179e-005,0.0001378653916647862
9.37378,-8.839727639309372e-006,0.0001431810152819975
9.39335,1.077007580511715e-007,0.0001678594686383411
9.41292,4.111638457740739e-006,0.0001415043476626076
9.43249,-1.466397806721048e-005,0.0001437218941092857
9.45205,1.000866914599769e-005,0.0001686944625172438
9.47162,-9.313547588368552e-006,0.0001408341404705848
9.49119,-1.856349820199704e-005,0.0001493501375491362
9.51076,-3.850949537793231e-006,0.0001581009616298382
9.53033,1.492552841790706e-005,0.0001472650995498088
9.5499,1.722846358641713e-006,0.0001613687263086024
9.56947,-1.104541570726652e-005,0.0001280551283929264
9.58904,4.130711398636572e-006,0.0001563960657313896
9.60861,-1.392604529311992e-005,0.0001662398825325381
9.62818,-4.393184110350113e-007,0.0001531014790014554
9.64775,-2.664441347796398e-005,0.0001518430408080782
9.66732,-1.113765967027592e-006,0.0001449628140980404
9.68689,2.443374392630132e-005,0.0001206909694749359
9.70646,5.203247319525017e-007,0.0001508064670962676
9.72603,2.638574744498062e-005,0.0001585978906692855
9.7456,-1.725979890279706e-005,0.0001511235851076115
9.76517,5.757543472541109e-006,0.0001450964429052055
9.78474,-4.154255182509869e-006,0.000156584066780525
9.80431,-6.23057766508711e-006,0.0001503177104404179
9.82387,-3.607032963304356e-006,0.0001497868990872811
9.84344,-4.787302688100458e-006,0.0001478407537363044
9.86301,2.206003562735695e-005,0.0001549026506047462
9.88258,-6.343709805036399e-006,0.0001516029149502705
9.90215,3.730109052456567e-006,0.0001533150842537526
9.92172,-2.2163776478956e-006,0.0001376535459320585
9.94129,-1.180635865771215e-005,0.0001587878146332161
9.96086,1.635360193001083e-005,0.0001382593149929623
9.98043,2.537575606548515e-006,0.0001495925546566062
10,1.500793525974981e-006,0.0001424357674465512
